noaa_station_id,nws_station_id,noaa_station_name,nws_station_name,display_name,lat,lon,state,station_type,supports_water_level,distance_km
9450460,PAKT,Ketchikan,Ketchikan International Airport,Ketchikan (9450460),55.331944,-131.62611,Washington,Unknown,False,5.09
9451054,PAAP,Port Alexander,Port Alexander,Port Alexander (9451054),56.2467,-134.647,Alaska,Unknown,False,1.68
9451600,PASI,Sitka,Sitka,Sitka (9451600),57.051693,-135.342,Alaska,Unknown,False,2.09
9452210,PAJN,Juneau,Juneau International Airport,Juneau (9452210),58.2988,-134.4106,Alaska,Unknown,False,13.39
9452400,PAGY,"Skagway, Taiya Inlet",Skagway,"Skagway, Taiya Inlet (9452400)",59.4508,-135.328,Alaska,Unknown,False,3.28
9452634,PAEL,Elfin Cove,Elfin Cove Seaplane,Elfin Cove (9452634),58.19472,-136.34694,Alaska,Unknown,False,1.71
9453220,PAYA,"Yakutat, Yakutat Bay",Yakutat,"Yakutat, Yakutat Bay (9453220)",59.548332,-139.73306,Alaska,Unknown,False,4.75
9454050,PACV,Cordova,Cordova/Merle K,Cordova (9454050),60.5575,-145.7554,Alaska,Unknown,False,15.37
9454240,PAVW,Valdez,Valdez Weather Station Office,Valdez (9454240),61.125,-146.362,Alaska,Unknown,False,0.85
9455090,PAWD,Seward,Seward Airport,Seward (9455090),60.1193,-149.42812,Alaska,Unknown,False,1.21
9455500,PASO,Seldovia,Seldovia Airport,Seldovia (9455500),59.4405,-151.7199,Alaska,Unknown,False,1.13
9455760,PAEN,Nikiski,Kenai Municipal Airport,Nikiski (9455760),60.683334,-151.39806,Alaska,Unknown,False,14.04
9455920,PAMR,Anchorage,Merrill Field,Anchorage (9455920),61.2375,-149.8904,Alaska,Unknown,False,3.53
9457292,PADQ,Kodiak Island,Kodiak,Kodiak Island (9457292),57.7317,-152.512,Alaska,Unknown,False,3.23
9457804,PADQ,Alitak,Kodiak,Alitak (9457804),56.89739,-154.248,Alaska,Unknown,False,142.15
9459450,PASD,Sand Point,Sand Point,Sand Point (9459450),55.331722,-160.50433,Alaska,Unknown,False,1.64
9459881,PAVC,King Cove,King Cove Airport,King Cove (9459881),55.05989,-162.32611,Alaska,Unknown,False,7.35
9461380,PADK,Adak Island,Adak Is. NAF,Adak Island (9461380),51.860638,-176.63759,Alaska,Unknown,False,3.37
9461710,PAAK,Atka,Atka Airport,Atka (9461710),52.231945,-174.1725,Alaska,Unknown,False,2.5
9462450,PADU,Nikolski,Unalaska,Nikolski (9462450),52.94061,-168.8713,Alaska,Unknown,False,187.66
9462620,PADU,Unalaska,Unalaska,Unalaska (9462620),53.879196,-166.5403,Alaska,Unknown,False,1.38
9463502,PAOU,Port Moller,Nelson Lagoon Airport,Port Moller (9463502),55.985832,-160.57361,Alaska,Unknown,False,36.54
9464212,PASN,"Village Cove, St Paul Island",St. Paul Is.,"Village Cove, St Paul Island (9464212)",57.1253,-170.2852,Alaska,Unknown,False,4.8
9468333,PAUN,Unalakleet,Unalakleet,Unalakleet (9468333),63.875,-160.788,Alaska,Unknown,False,1.99
9468756,PAOM,"Nome, Norton Sound",Nome Airport,"Nome, Norton Sound (9468756)",64.49461,-165.43964,Alaska,Unknown,False,0.6
9491094,PAVL,Red Dog Dock,Kivalina Airport,Red Dog Dock (9491094),67.575806,-164.06439,Alaska,Unknown,False,26.75
9497645,PASC,Prudhoe Bay,Deadhorse Airport,Prudhoe Bay (9497645),70.41139,-148.53166,Alaska,Unknown,False,23.62
9751364,KHST,"Christiansted Harbor, St Croix",Homestead Air Force Base,"Christiansted Harbor, St Croix (9751364)",17.747694,-64.69839,Florida,Unknown,False,1832.79
9751381,KHST,"Lameshur Bay, St John",Homestead Air Force Base,"Lameshur Bay, St John (9751381)",18.31825,-64.72422,Florida,Unknown,False,1798.83
9751401,KHST,Limetree Bay,Homestead Air Force Base,Limetree Bay (9751401),17.6947,-64.7538,Florida,Unknown,False,1830.77
9751639,KHST,Charlotte Amalie,Homestead Air Force Base,Charlotte Amalie (9751639),18.330584,-64.925804,Florida,Unknown,False,1779.58
9752235,KHST,Culebra,Homestead Air Force Base,Culebra (9752235),18.300861,-65.302475,Florida,Unknown,False,1746.62
9752621,KHST,"Isabel Segunda, Vieques Island",Homestead Air Force Base,"Isabel Segunda, Vieques Island (9752621)",18.152527,-65.4438,Florida,Unknown,False,1742.01
9752695,KHST,"Esperanza, Vieques Island",Homestead Air Force Base,"Esperanza, Vieques Island (9752695)",18.09386,-65.47136,Florida,Unknown,False,1742.82
9753216,KHST,Fajardo,Homestead Air Force Base,Fajardo (9753216),18.335278,-65.63111,Florida,Unknown,False,1714.67
9754229,KHST,Yabucoa Harbor,Homestead Air Force Base,Yabucoa Harbor (9754229),18.055084,-65.833,Florida,Unknown,False,1712.29
9755371,KHST,"San Juan, La Puntilla, San Juan Bay",Homestead Air Force Base,"San Juan, La Puntilla, San Juan Bay (9755371)",18.458944,-66.11642,Florida,Unknown,False,1663.53
9755968,KHST,"Salinas, Bahia de Jobos",Homestead Air Force Base,"Salinas, Bahia de Jobos (9755968)",17.949083,-66.225945,Florida,Unknown,False,1683.2
9757811,KHST,Arecibo,Homestead Air Force Base,Arecibo (9757811),18.480528,-66.70236,Florida,Unknown,False,1609.28
9758066,KHST,"Guayanilla, Bahia de Guayanilla",Homestead Air Force Base,"Guayanilla, Bahia de Guayanilla (9758066)",18.005861,-66.76661,Florida,Unknown,False,1631.64
9759110,KHST,Magueyes Island,Homestead Air Force Base,Magueyes Island (9759110),17.970112,-67.04639,Florida,Unknown,False,1609.08
9759394,KHST,Mayaguez,Homestead Air Force Base,Mayaguez (9759394),18.218834,-67.162445,Florida,Unknown,False,1583.65
9759413,KHST,"Aguadilla, Crashboat Beach",Homestead Air Force Base,"Aguadilla, Crashboat Beach (9759413)",18.456638,-67.16458,Florida,Unknown,False,1569.23
9759938,KHST,Mona Island,Homestead Air Force Base,Mona Island (9759938),18.089289,-67.93821,Florida,Unknown,False,1523.63
